practice_code,list_size,patients_per_gp,imd_decile,pct_65_plus,pct_same_day,pct_wait_15plus,region
P00513,5370,1206,4,10.0,43.7,10.1,South East
P00514,10675,800,9,29.4,39.2,13.8,North West
P00515,7227,2174,4,11.8,33.2,15.4,North West
P00516,9631,1253,8,12.8,39.6,22.8,North West
P00517,5914,1710,9,15.8,40.3,18.7,London
P00518,8353,1332,5,24.4,47.9,20.6,North West
P00519,7400,1079,10,18.1,38.3,20.7,London
P00520,14344,2017,5,11.8,38.4,28.3,North West
P00521,9085,2104,10,24.3,30.9,16.5,North East
P00522,9471,1569,2,21.7,45.4,20.5,South East
P00523,6511,800,7,20.7,40.3,20.0,East
P00524,6269,1582,6,21.6,45.7,14.0,London
P00525,6444,1957,5,30.0,30.5,22.9,East
P00526,9744,1208,7,28.9,41.2,18.4,Midlands
P00527,6481,1873,8,14.6,41.0,19.4,South East
P00528,9247,1794,1,26.1,46.3,12.5,London
P00529,22581,2032,2,19.9,59.4,14.5,East
P00530,12366,1848,8,20.5,41.5,28.4,London
P00531,6796,1411,7,9.5,36.3,17.8,South East
P00532,14585,2279,10,17.1,35.0,26.2,South West
P00533,6523,1737,8,13.9,29.3,16.6,North West
P00534,2887,1789,10,22.1,37.6,18.0,Midlands
P00535,4832,1427,8,23.4,36.5,22.8,London
P00536,3139,1623,4,7.6,49.2,11.5,South East
P00537,6710,1446,2,17.9,42.9,13.3,South East
P00538,8074,1731,8,23.6,39.2,19.9,South East
P00539,18497,2485,7,17.1,33.2,22.6,South West
P00540,9420,1251,1,21.6,58.4,12.9,North West
P00541,7169,1155,4,19.8,44.1,16.6,South East
P00542,12111,2388,10,19.7,46.1,26.3,South West
P00543,2648,1716,6,16.6,46.5,21.4,South West
P00544,9000,1532,5,11.9,46.2,13.2,East
P00545,11762,2216,5,12.4,42.1,18.7,East
P00546,3819,1558,3,21.5,47.2,20.8,North East
P00547,14172,2530,4,18.1,27.6,24.1,South East
P00548,9475,2071,4,17.3,39.8,13.2,London
P00549,6499,1605,1,15.9,51.2,16.4,South East
P00550,10977,2663,8,16.5,35.0,15.5,South East
P00551,24898,1558,5,23.2,34.8,17.4,Midlands
P00552,8761,2097,9,16.3,37.0,29.4,North East
P00553,9057,1920,9,11.3,48.4,17.3,East
P00554,6358,2321,3,21.7,48.5,15.7,East
P00555,5230,2425,7,17.0,36.9,25.0,South West
P00556,12117,1813,5,18.2,47.6,12.1,North West
P00557,5214,1499,9,26.0,38.1,16.9,South East
P00558,8291,1984,3,17.9,32.5,20.1,London
P00559,6300,1529,7,19.4,36.2,15.8,North West
P00560,10164,2605,7,12.1,45.8,21.7,London
P00561,9452,1855,4,16.9,40.9,20.8,South West
P00562,13439,1654,2,21.0,43.7,17.5,South West
P00563,6199,1874,7,10.2,38.2,20.8,North West
P00564,6990,1261,8,19.0,53.7,16.5,North East
P00565,4904,1411,4,18.5,54.5,17.5,South East
P00566,6406,2280,7,18.2,51.3,20.8,North East
P00567,9660,1537,5,23.2,42.4,19.0,South East
P00568,11680,1381,8,19.7,43.5,16.3,Midlands
P00569,5044,2015,3,25.4,33.4,17.1,North East
P00570,12357,2274,9,13.0,45.3,18.5,North West
P00571,15756,2088,4,18.7,34.4,18.6,East
P00572,9837,2198,4,18.4,42.1,15.9,South East
P00573,20447,1497,1,12.7,40.1,10.1,North West
P00574,5433,1231,2,22.8,43.7,15.2,North West
P00575,4293,2401,6,29.6,33.2,22.1,East
P00576,3287,1671,3,17.9,40.6,19.6,London
P00577,16902,1700,9,20.5,36.1,18.5,North East
P00578,11096,2331,1,18.4,39.3,19.6,Midlands
P00579,7780,2022,5,14.4,45.9,21.3,South East
P00580,9202,1982,4,8.9,35.3,20.1,Midlands
P00581,4557,2666,1,14.5,42.2,16.0,South West
P00582,27175,1543,2,11.0,53.0,16.0,Midlands
P00583,8533,2171,5,26.5,37.1,21.1,East
P00584,8449,1823,6,17.4,36.8,18.9,Midlands
P00585,11499,1907,5,16.3,40.1,10.3,North West
P00586,10175,2411,6,22.4,45.2,21.9,Midlands
P00587,8947,2003,7,12.4,40.5,29.1,London
P00588,5388,2015,1,14.2,40.9,15.2,South East
P00589,10126,2229,5,18.3,42.8,17.0,Midlands
P00590,20500,1654,10,23.1,32.1,22.1,South East
P00591,15676,1464,6,20.5,47.0,18.7,South East
P00592,17743,1382,7,19.2,44.9,22.5,Midlands
P00593,6195,1013,4,18.4,44.9,9.4,South West
P00594,4877,2622,8,20.0,30.5,26.2,South East
P00595,7512,1359,8,19.0,36.5,20.6,Midlands
P00596,8226,1711,6,12.9,44.9,17.9,London
P00597,13825,1689,10,18.2,45.9,22.1,East
P00598,3432,1923,2,12.6,40.0,21.0,East
P00599,17188,2126,1,18.4,46.3,20.6,North West
P00600,7392,2144,8,15.6,25.4,16.8,London
P00601,6462,1567,9,30.7,36.5,22.9,North East
P00602,4822,1733,2,17.8,44.5,15.9,North East
P00603,3497,1913,3,11.0,37.6,17.7,North East
P00604,12073,1701,1,17.3,40.1,15.7,London
P00605,8298,2443,4,20.6,35.6,19.6,North West
P00606,4197,1996,8,26.4,40.4,25.6,North East
P00607,4186,2094,6,15.1,38.6,19.6,Midlands
P00608,6763,2065,4,10.1,28.0,14.2,North West
P00609,18429,2269,5,22.1,26.9,18.5,Midlands
P00610,7026,1872,1,11.1,41.2,16.8,Midlands
P00611,3772,1281,4,15.8,48.1,20.4,London
P00612,7075,1960,7,16.7,23.1,22.5,North West
P00613,6980,1539,10,17.7,36.3,16.8,London
P00614,2077,1589,9,21.4,36.7,29.7,Midlands
P00615,7785,2035,1,14.6,52.4,17.8,South East
P00616,7127,2295,9,16.6,34.0,27.7,Midlands
P00617,11331,1809,8,17.9,41.9,19.4,London
P00618,20164,1924,8,18.7,39.8,22.6,North West
P00619,14051,2481,5,18.5,25.8,24.3,North East
P00620,6993,1896,5,20.2,46.1,23.5,London
P00621,4600,2841,4,22.2,38.9,26.0,London
P00622,28965,2026,1,20.0,47.1,20.2,London
P00623,8240,1096,3,20.3,70.7,12.9,East
P00624,8055,2101,3,10.1,29.6,15.9,Midlands
P00625,7904,1952,6,18.3,50.8,20.7,Midlands
P00626,8832,2316,8,20.4,35.3,25.8,London
P00627,7442,2069,5,21.6,42.4,18.4,North West
P00628,6005,1745,1,14.5,45.2,19.8,East
P00629,6086,1310,10,14.7,37.9,25.1,North East
P00630,7870,1716,10,15.1,35.0,17.2,North West
P00631,6096,1460,8,20.7,43.3,15.3,London
P00632,5601,1568,10,23.2,30.1,19.7,London
P00633,8437,2035,6,16.0,44.5,21.0,London
P00634,7042,2468,10,22.5,32.2,21.8,South East
P00635,16969,1958,1,18.6,37.6,21.8,London
P00636,2125,1322,4,17.4,42.5,17.4,South East
P00637,13807,1978,3,16.9,50.3,17.9,South West
P00638,14916,2279,3,21.7,38.0,13.2,East
P00639,2836,1556,2,19.6,47.8,10.2,North West
P00640,6740,1746,7,29.4,36.3,20.3,North East
P00641,6644,1806,8,13.7,44.1,11.5,North West
P00642,3957,1486,6,20.6,46.9,21.6,London
P00643,5422,2059,2,15.4,54.2,16.8,North East
P00644,4591,1752,9,13.7,38.0,33.4,South East
P00645,19212,1968,7,17.9,43.6,29.3,North West
P00646,12772,1445,5,18.7,44.4,16.1,South West
P00647,15107,1625,7,32.6,49.1,18.3,East
P00648,11476,2089,3,17.1,37.8,22.1,South East
P00649,4549,1651,4,12.3,48.0,23.8,South East
P00650,6154,2491,10,19.4,33.4,17.4,East
P00651,10217,1640,4,7.6,43.2,9.8,London
P00652,4342,1890,5,17.5,42.1,16.1,North West
P00653,11426,2173,9,18.1,38.4,24.4,North East
P00654,7094,1233,8,22.0,41.7,19.7,North East
P00655,6632,1096,1,22.9,50.0,17.3,East
P00656,11414,1190,2,15.5,56.9,9.2,East
P00657,9989,2305,1,17.2,48.6,8.6,London
P00658,6678,1579,7,14.2,46.7,21.9,North East
P00659,14283,2823,5,12.4,34.2,19.0,North West
P00660,4659,1574,2,19.5,40.2,7.4,North West
P00661,10885,1874,10,11.6,43.4,22.1,London
P00662,10761,2417,6,15.9,43.4,24.4,North West
P00663,6852,2602,3,13.0,48.4,19.7,East
P00664,9416,2625,6,20.7,33.5,20.3,East
P00665,4279,2283,7,27.0,36.6,20.7,Midlands
P00666,12698,2210,1,11.5,33.3,16.0,London
P00667,7293,2037,4,8.7,39.3,13.2,South West
P00668,6160,2111,9,17.4,43.2,19.0,North East
P00669,13516,1580,5,18.1,40.3,19.4,North West
P00670,5625,1473,6,19.1,46.7,18.8,Midlands
P00671,3955,1799,5,15.8,40.9,18.9,London
P00672,3673,1732,1,17.0,47.5,11.5,Midlands
P00673,10831,1619,2,19.8,38.4,14.9,Midlands
P00674,4217,2079,5,23.2,41.1,10.6,East
P00675,19237,2182,3,8.2,23.7,19.2,North West
P00676,2824,1835,1,16.2,43.9,21.7,South East
P00677,18684,2391,9,19.1,26.1,17.1,Midlands
P00678,8890,1343,10,13.4,47.5,17.0,London
P00679,7622,1723,8,26.7,44.7,21.0,East
P00680,6092,1513,9,14.8,43.0,24.5,South West
P00681,9767,1053,3,17.8,56.5,12.2,Midlands
P00682,7850,1767,10,20.8,32.5,18.3,South West
P00683,13888,1751,3,15.0,54.3,8.9,North West
P00684,8470,2405,10,8.8,40.6,24.0,North West
P00685,8624,2052,10,15.9,35.3,30.4,North West
P00686,6670,1390,8,23.1,48.5,19.5,South East
P00687,7775,2542,10,16.3,27.7,24.1,South East
P00688,9331,2288,6,13.8,33.8,22.0,London
P00689,3401,2033,3,22.6,38.8,17.9,North West
P00690,4076,1709,5,16.3,39.3,14.6,London
P00691,11600,1416,7,15.4,36.0,21.2,North West
P00692,8713,1651,1,18.7,53.3,16.1,East
P00693,7296,2235,7,21.9,36.7,21.2,East
P00694,8074,2554,10,29.9,36.3,20.3,Midlands
P00695,9518,2417,3,22.1,37.1,24.7,Midlands
P00696,6107,1604,8,23.8,29.7,21.9,London
P00697,5421,1352,10,15.5,41.9,17.2,North West
P00698,8823,1856,10,12.9,26.2,25.4,North East
P00699,4905,1093,10,18.3,41.1,16.4,South East
P00700,9811,1929,6,18.5,32.3,16.2,Midlands
P00701,3414,1741,10,12.6,50.2,17.9,North East
P00702,13383,1614,8,17.1,46.0,12.2,East
P00703,10132,1162,2,20.0,48.2,15.7,South East
P00704,9092,2005,5,19.8,48.6,11.7,Midlands
P00705,13076,1587,8,20.5,35.6,14.2,South East
P00706,18396,1332,3,19.5,49.2,6.8,London
P00707,13284,800,7,15.5,46.6,15.1,East
P00708,3186,1789,7,15.4,42.0,18.8,North East
P00709,4219,2509,2,12.0,48.5,17.9,North East
P00710,5853,2465,6,26.9,42.3,17.3,London
P00711,8105,1617,8,18.1,42.2,14.6,East
P00712,10363,1559,6,16.9,32.5,19.7,Midlands
P00713,5565,1988,1,13.4,38.5,14.3,South West
P00714,8783,1401,1,32.7,46.5,15.5,Midlands
P00715,5483,1921,4,12.6,42.8,14.5,London
P00716,5892,2106,10,15.9,29.7,23.1,North East
P00717,3959,2291,3,20.1,55.6,24.2,North West
P00718,5042,1760,7,21.0,49.7,21.6,South East
P00719,4069,1719,3,22.8,47.6,15.0,South East
P00720,4911,1449,4,27.0,45.0,17.2,South East
P00721,13548,1469,9,20.5,39.2,18.3,London
P00722,4976,1709,8,12.7,34.3,19.7,North West
P00723,29833,1947,2,16.7,44.1,15.7,East
P00724,10237,2165,5,19.5,41.7,19.0,London
P00725,8774,1479,1,28.3,39.4,15.4,London
P00726,5208,2397,6,11.0,40.2,17.2,Midlands
P00727,11354,1692,7,24.0,40.0,14.9,North East
P00728,5999,1791,2,18.9,33.0,10.8,South West
P00729,8503,1501,4,22.2,39.1,10.0,South West
P00730,28774,830,5,17.5,44.4,9.5,North West
P00731,7624,2154,10,13.8,47.6,23.3,South East
P00732,14211,2095,10,21.8,39.9,18.8,London
P00733,5628,1687,1,21.3,37.7,17.4,North East
P00734,7861,1827,8,22.9,42.4,20.2,North West
P00735,19391,2006,5,17.9,31.7,11.2,North West
P00736,5847,1175,5,15.0,51.6,18.3,North East
P00737,19799,1588,8,10.2,37.8,22.4,North West
P00738,11396,2118,10,22.1,35.8,18.5,South East
P00739,6038,1298,10,20.1,48.5,20.9,South West
P00740,10975,1917,6,13.2,32.9,15.8,London
P00741,13010,1257,4,15.3,37.1,15.8,London
P00742,10917,1987,8,15.7,35.2,15.7,North West
P00743,3648,1786,3,10.6,49.9,9.8,East
P00744,5561,1154,6,13.9,35.3,14.7,East
P00745,7068,2266,4,12.3,23.5,19.0,North West
P00746,7707,1506,7,15.9,39.2,16.6,South East
P00747,10911,1476,3,14.3,48.5,11.0,London
P00748,8743,1880,3,9.9,50.4,15.7,North East
P00749,4103,2259,10,28.1,32.9,24.1,Midlands
P00750,9674,1394,2,24.3,44.0,14.6,North West
P00751,10856,1825,6,14.1,48.0,19.6,North East
P00752,10583,1972,3,19.4,31.5,15.0,North West
P00753,13733,2077,1,20.1,41.5,21.6,North East
P00754,12138,1871,1,24.0,46.0,11.4,London
P00755,10064,1653,3,13.9,47.0,18.4,North East
P00756,7724,1469,9,23.5,37.4,24.0,East
P00757,3486,1834,4,15.3,42.8,19.7,South East
P00758,9917,1371,10,11.3,25.2,18.7,North West
P00759,8875,800,6,21.6,42.3,12.7,South East
P00760,9163,1975,5,24.5,43.8,23.0,East
P00761,4225,2162,6,30.9,33.5,14.6,London
P00762,4659,855,6,12.0,46.3,11.1,Midlands
P00763,13545,1396,8,21.5,44.3,16.8,London
P00764,7843,2048,4,16.0,39.5,23.5,North West
P00765,11248,2623,4,21.9,39.7,22.4,London
P00766,8114,1808,9,10.6,33.0,16.8,South East
P00767,8119,1509,10,11.7,38.2,18.8,Midlands
P00768,12788,1727,9,14.1,42.8,17.9,East
P00769,6180,2350,5,18.4,40.2,17.6,South East
P00770,8393,1542,8,14.8,37.4,22.9,London
P00771,6349,1480,5,21.3,44.9,11.4,North East
P00772,6437,1607,6,23.1,46.5,24.5,Midlands
P00773,6854,1419,3,21.0,33.2,18.8,East
P00774,8939,1849,7,26.1,47.1,24.0,London
P00775,6296,2450,3,20.1,38.3,17.7,North West
P00776,14989,1929,4,11.9,44.7,17.5,South East
P00777,5114,1699,9,24.8,46.5,14.5,London
P00778,7286,1683,3,15.0,36.0,14.4,North West
P00779,6421,1175,1,22.6,44.1,15.3,North West
P00780,16492,2153,1,25.9,41.7,22.4,North East
P00781,8826,1769,10,20.3,33.5,16.6,South East
P00782,13401,1728,6,10.5,52.0,17.0,Midlands
P00783,3806,3077,5,13.4,30.5,22.7,South West
P00784,9142,1920,9,24.6,34.9,15.5,East
P00785,12481,1499,9,17.2,41.5,21.8,South East
P00786,8336,1629,4,18.4,36.4,14.0,South East
P00787,13628,2259,7,21.8,35.7,20.5,South West
P00788,6176,1845,8,21.5,41.3,18.4,Midlands
P00789,16185,1225,7,19.4,41.3,13.9,South East
P00790,25251,2168,2,17.0,42.0,17.8,East
P00791,6672,1533,9,16.4,37.0,18.7,South East
P00792,6402,2549,6,22.3,28.4,20.3,East
P00793,16545,2232,4,20.8,42.6,16.4,London
P00794,17623,1621,5,16.7,53.4,18.8,North West
P00795,6159,2312,1,23.4,42.7,24.5,East
P00796,6484,1827,2,17.4,45.6,17.1,London
P00797,6948,2141,8,13.7,42.1,25.3,East
P00798,4084,1994,1,14.2,36.6,11.0,Midlands
P00799,5053,1461,5,13.1,53.9,17.5,East
